,Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Aerial tramway/reversible ropeway,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Rope tow/baby lift,People mover/Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",Après-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Sunkid Moving Carpet,Combined installation (gondola and chair),People mover,Funicular,Snow caterpillars for Cat-skiing,Cog railway,Helicopter for Heli-skiing,Ski routes
herzogstand-walchensee,herzogstand-walchensee,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/herzogstand-walchensee/,1600.0,0.8,4.2,1.0,0.0,,,0.0,,,20,0,16,European Euro,1.8,2.1,2.5,,,,,,,,,,,,,,,,,,,,,,,
avers,avers,Europe,Switzerland,Eastern Switzerland,https://www.skiresort.info/ski-resort/avers/,2539.0,2.0,2.0,4.0,,,,0.0,0.0,,32,0,20,Swiss Franc,2.0,2.4,2.0,,,,,,,,,,,,,,,,,,,,,,,
pleta-del-prat-tavascan,pleta-del-prat-tavascan,Europe,Spain,Catalonia (Catalunya),https://www.skiresort.info/ski-resort/pleta-del-prat-tavascan/,2197.0,1.0,4.0,0.0,,,0.0,0.0,,,22,0,16,European Euro,1.7,1.7,3.0,,,,,,,,,,,,,,,,0.0,,,,,,,
hiroshima-kenmin-no-mori,hiroshima-kenmin-no-mori,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/hiroshima-kenmin-no-mori/,1080.0,1.2,1.1,1.2,,,0.0,,0.0,,4200,0,2600,Japanese Yen,1.5,1.9,2.9,,,,,,,,,,,,,,,,,,,,,,,
gace,gace,Europe,Slovenia,Jugovzhodna Slovenija (Southeast Slovenia),https://www.skiresort.info/ski-resort/gace/,965.0,1.5,6.5,0.0,,,0.0,0.0,,,24,19,15,European Euro,1.9,1.9,2.5,,,,,,,,,,,,,,,,,,,,,,,
izky-magura,izky-magura,Europe,Ukraine,Zakarpattia,https://www.skiresort.info/ski-resort/izky-magura/,767.0,4.8,1.5,0.0,,,0.0,,0.0,,600,0,500,Ukrainian hryvnia,1.7,1.7,3.0,,,,,,,,,,,,,,,,,,,,,,,
shijinglong,shijinglong,Asia,China,Beijing,https://www.skiresort.info/ski-resort/shijinglong/,830.0,3.0,2.0,0.0,,,0.0,0.0,,,0,0,0,-,1.7,1.7,3.0,,,,,,,,,,,,,,,,,,0.0,,,,,
yachiho-kogen,yachiho-kogen,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/yachiho-kogen/,1828.0,2.2,0.8,1.5,,,0.0,,,,4000,0,1500,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,0.0,,,,,
fulufjellet,fulufjellet,Europe,Norway,Hedmark,https://www.skiresort.info/ski-resort/fulufjellet/,740.0,5.0,3.0,1.0,,,,0.0,,,405,0,335,Norwegian krone,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
oddsskard,oddsskard,Europe,Iceland,East Iceland,https://www.skiresort.info/ski-resort/oddsskard/,840.0,3.0,2.0,4.0,,,,0.0,,,4800,0,1790,Icelandic krona,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
purden,purden,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/purden/,1311.0,5.0,14.0,6.0,,,,,,,79,60,42,Canadian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,
labbaye,labbaye,Europe,Switzerland,Lemanic Region,https://www.skiresort.info/ski-resort/labbaye/,1437.0,6.0,3.0,1.0,,,,0.0,,,27,0,17,Swiss Franc,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
le-markstein,le-markstein,Europe,France,Grand-Est,https://www.skiresort.info/ski-resort/le-markstein/,1340.0,6.0,3.0,1.0,,,,0.0,0.0,,20,0,17,European Euro,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
bublava-bleiberg,bublava-bleiberg,Europe,Czech Republic,Karlovy Vary Region (Karlovarský kraj),https://www.skiresort.info/ski-resort/bublava-bleiberg/,805.0,2.3,2.3,0.5,,,0.0,0.0,0.0,,475,0,400,Czech koruna,1.7,2.0,2.6,,,,,,,,,,,,,,,,,,0.0,,,,,
kamui-misaka,kamui-misaka,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/kamui-misaka/,1060.0,2.0,1.5,0.5,,,0.0,,,,3700,0,2200,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,0.0,,,,,
laguiole,laguiole,Europe,France,Occitania,https://www.skiresort.info/ski-resort/laguiole/,1402.0,4.2,4.0,1.8,,,,0.0,,,19,16,0,European Euro,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
norn-minakami,norn-minakami,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/norn-minakami/,1220.0,1.0,1.9,1.8,,,0.0,,,,4700,0,3700,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
aal-skisenter,aal-skisenter,Europe,Norway,Buskerud,https://www.skiresort.info/ski-resort/aal-skisenter/,1040.0,5.0,2.0,2.5,,,,0.0,,,420,315,0,Norwegian krone,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
engaru-rock-valley,engaru-rock-valley,Asia,Japan,Hokkaido,https://www.skiresort.info/ski-resort/engaru-rock-valley/,405.0,2.0,1.0,1.2,,,0.0,,,,2900,0,1800,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
mount-peter,mount-peter,North America,USA,New York,https://www.skiresort.info/ski-resort/mount-peter/,330.0,1.0,2.0,0.8,,,0.0,,,,75,0,70,US Dollar,1.5,1.8,3.0,,,,,,,,,,,,,,,,0.0,,,,,,,
salla,salla,Europe,Finland,Northern Finland,https://www.skiresort.info/ski-resort/salla/,443.0,5.0,3.0,2.0,,,,0.0,,,45.50,38.50,28,European Euro,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
le-paquier-cret-du-puy,le-paquier-cret-du-puy,Europe,Switzerland,Espace Mittelland,https://www.skiresort.info/ski-resort/le-paquier-cret-du-puy/,1263.0,5.5,2.5,2.0,,,,0.0,0.0,,28,0,18,Swiss Franc,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
minami-furano,minami-furano,Asia,Japan,Hokkaido,https://www.skiresort.info/ski-resort/minami-furano/,730.0,1.0,1.5,0.5,,,0.0,,,,2500,0,1500,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
hidden-valley-highlands,hidden-valley-highlands,North America,Canada,Ontario,https://www.skiresort.info/ski-resort/hidden-valley-highlands/,380.0,1.8,0.7,0.5,,,0.0,,0.0,,59,53,45,Canadian Dollar,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
schwabenbergarena-turnau,schwabenbergarena-turnau,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/schwabenbergarena-turnau/,1250.0,1.0,6.0,3.0,,,,0.0,,,34,32,22,European Euro,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
dagmar-ski-resort,dagmar-ski-resort,North America,Canada,Ontario,https://www.skiresort.info/ski-resort/dagmar-ski-resort/,199.0,1.7,1.0,0.3,,,0.0,,,,78.79,71.71,0,Canadian Dollar,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,0.0,,,,,
minakami-kogen-fujiwara,minakami-kogen-fujiwara,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/minakami-kogen-fujiwara/,1000.0,2.0,1.2,0.5,,,0.0,,,,3500,0,2500,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
mutsushi-kamafuseyama,mutsushi-kamafuseyama,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/mutsushi-kamafuseyama/,469.0,1.5,0.9,0.6,,,0.0,,,,2800,0,1400,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
col-de-porte,col-de-porte,Europe,France,Auvergne-Rhône-Alpes,https://www.skiresort.info/ski-resort/col-de-porte/,1760.0,3.0,2.0,0.0,,,0.0,0.0,,,15,0,13,European Euro,1.8,1.8,2.7,,,,,,,,,,,,,,,,,,,,,,,
kunizakai,kunizakai,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/kunizakai/,592.0,1.7,0.7,0.6,,,0.0,,,,4100,0,3300,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,0.0,,,,,
grong,grong,Europe,Norway,Nord-Trøndelag,https://www.skiresort.info/ski-resort/grong/,710.0,3.5,5.5,1.0,,,,0.0,,,430,0,335,Norwegian krone,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
holiday-mountain-ny,holiday-mountain-ny,North America,USA,New York,https://www.skiresort.info/ski-resort/holiday-mountain-ny/,440.0,1.0,2.0,1.0,,,0.0,,0.0,,45,0,0,US Dollar,1.5,1.9,2.9,,,,,,,,,,,,,,,,,,0.0,,,,,
sakae-club,sakae-club,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/sakae-club/,802.0,0.9,2.6,0.6,,,0.0,,,,3800,0,2500,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
seven-oaks,seven-oaks,North America,USA,Iowa,https://www.skiresort.info/ski-resort/seven-oaks/,330.0,1.5,2.0,0.5,,,0.0,,,,42,0,30,US Dollar,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,0.0,,,,,
buscat-statiunea-muntele-baisorii-baisoara,buscat-statiunea-muntele-baisorii-baisoara,Europe,Romania,Cluj,https://www.skiresort.info/ski-resort/buscat-statiunea-muntele-baisorii-baisoara/,1670.0,1.4,0.8,0.9,,,0.0,,0.0,,120,0,90,Romanian leu,1.5,1.9,2.9,,,,,,,,,,,,,,,,,,,,,,,
skagahoegdi-gol,skagahoegdi-gol,Europe,Norway,Buskerud,https://www.skiresort.info/ski-resort/skagahoegdi-gol/,950.0,4.0,3.5,2.0,,,,0.0,,,410,0,320,Norwegian krone,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
dent-de-vaulion-le-morez,dent-de-vaulion-le-morez,Europe,Switzerland,Lemanic Region,https://www.skiresort.info/ski-resort/dent-de-vaulion-le-morez/,1482.0,5.5,3.0,1.5,,,,0.0,,,27,0,17,Swiss Franc,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
isafjoerdur,isafjoerdur,Europe,Iceland,Westfjords (Vestfirðir),https://www.skiresort.info/ski-resort/isafjoerdur/,487.0,4.5,2.5,2.0,,,,0.0,,,2800,0,1400,Icelandic krona,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
banshogahara,banshogahara,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/banshogahara/,1400.0,0.8,1.5,0.7,,,0.0,,,,3350,0,1520,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
naesfjaellet-i-saelen,naesfjaellet-i-saelen,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/naesfjaellet-i-saelen/,890.0,5.0,3.0,2.0,,,,0.0,,,395,295,0,Swedish krona,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
tylicz,tylicz,Europe,Poland,Lesser Poland (Województwo małopolskie),https://www.skiresort.info/ski-resort/tylicz/,720.0,4.4,1.6,0.0,,,0.0,0.0,0.0,,95,0,85,Polish zloty,1.7,1.7,2.9,,,,,,,,,,,,,,,,,,0.0,,,,,
karuizawa-snow-park,karuizawa-snow-park,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/karuizawa-snow-park/,1401.0,1.0,1.8,0.3,,,0.0,,,,3500,0,2500,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,0.0,,,,,
vista-ridge,vista-ridge,North America,Canada,Alberta,https://www.skiresort.info/ski-resort/vista-ridge/,377.0,2.0,2.0,0.5,,,0.0,,,,42,39,36,Canadian Dollar,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,0.0,,,,,
mont-castor,mont-castor,North America,Canada,Quebec,https://www.skiresort.info/ski-resort/mont-castor/,183.0,3.0,2.0,4.0,,,,0.0,,,32.60,0,18.10,Canadian Dollar,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
hirayu-onsen,hirayu-onsen,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/hirayu-onsen/,1784.0,0.8,1.7,1.0,,,0.0,,,,3700,0,2000,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
shanty-creek-resorts-summit-mountain,shanty-creek-resorts-summit-mountain,North America,USA,Michigan,https://www.skiresort.info/ski-resort/shanty-creek-resorts-summit-mountain/,300.0,0.8,2.5,0.7,,,0.0,,,,85,78,65,US Dollar,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,0.0,,,,,
hagurosan,hagurosan,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/hagurosan/,383.0,1.7,1.2,0.6,,,0.0,,,,3000,0,2000,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
valdres-alpinsenter,valdres-alpinsenter,Europe,Norway,Oppland,https://www.skiresort.info/ski-resort/valdres-alpinsenter/,1060.0,6.0,2.0,2.0,,,,0.0,,,400,0,320,Norwegian krone,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
christie-mountain,christie-mountain,North America,USA,Wisconsin,https://www.skiresort.info/ski-resort/christie-mountain/,510.0,2.8,1.5,1.3,,,0.0,0.0,0.0,,48,0,43,US Dollar,1.7,2.0,2.6,,,,,,,,,,,,,,,,,,,,,,,
klimpfjaell,klimpfjaell,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/klimpfjaell/,804.0,5.0,3.0,1.0,,,,0.0,,,365,0,305,Swedish krona,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
nowa-osada-wisla,nowa-osada-wisla,Europe,Poland,Silesia (Województwo śląskie),https://www.skiresort.info/ski-resort/nowa-osada-wisla/,685.0,1.5,1.0,1.3,,,0.0,0.0,,,120,0,100,Polish zloty,1.5,1.9,2.9,,,,,,,,,,,,,,,,,,,,,,,
lemonsjoe-alpinsenter-jotunheimen,lemonsjoe-alpinsenter-jotunheimen,Europe,Norway,Oppland,https://www.skiresort.info/ski-resort/lemonsjoe-alpinsenter-jotunheimen/,1200.0,4.0,5.0,1.0,,,,0.0,,,395,0,310,Norwegian krone,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
horotachi,horotachi,Asia,Japan,Hokkaido,https://www.skiresort.info/ski-resort/horotachi/,343.0,1.1,1.5,0.7,,,0.0,,,,2400,0,1800,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
kuzuryu,kuzuryu,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/kuzuryu/,728.0,0.9,1.9,0.7,,,0.0,,,,3900,0,2700,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
brimacombe-oshawa-ski-club,brimacombe-oshawa-ski-club,North America,Canada,Ontario,https://www.skiresort.info/ski-resort/brimacombe-oshawa-ski-club/,300.0,3.0,2.0,1.0,,,0.0,0.0,0.0,,58,0,48,Canadian Dollar,1.7,2.0,2.6,,,,,,,,,,,,,,,,,,0.0,,,,,
muenstertal-wieden,muenstertal-wieden,Europe,Germany,Baden-Württemberg,https://www.skiresort.info/ski-resort/muenstertal-wieden/,1240.0,3.0,5.0,2.0,,,,0.0,,,28,0,17,European Euro,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
buron-wertach,buron-wertach,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/buron-wertach/,1418.0,4.3,2.3,1.0,,,,0.0,0.0,,22,20,17,European Euro,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
serre-eyraud-orcieres,serre-eyraud-orcieres,Europe,France,Provence-Alpes-Côte d’Azur,https://www.skiresort.info/ski-resort/serre-eyraud-orcieres/,2100.0,3.2,3.2,1.0,,,,0.0,,,15.30,0,12.30,European Euro,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
chicopee,chicopee,North America,Canada,Ontario,https://www.skiresort.info/ski-resort/chicopee/,370.0,1.0,2.0,1.3,,,0.0,,,,52,0,16,Canadian Dollar,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,0.0,,,,,
ober-gatlinburg,ober-gatlinburg,North America,USA,Tennessee,https://www.skiresort.info/ski-resort/ober-gatlinburg/,981.0,0.7,4.2,1.3,0.0,,0.0,,,,70,0,60,US Dollar,1.7,2.0,2.6,,,,,,,,,,,,,,,,,,,,,,,
beruku-yogo,beruku-yogo,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/beruku-yogo/,770.0,0.7,1.6,0.9,,,0.0,,,,0,0,0,-,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
mt-kumbel-beldersay,mt-kumbel-beldersay,Asia,Uzbekistan,Tashkent,https://www.skiresort.info/ski-resort/mt-kumbel-beldersay/,2350.0,,,,,,0.0,0.0,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
amihari,amihari,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/amihari/,1350.0,10.0,7.0,3.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
star-hill-resort-cheonmasan,star-hill-resort-cheonmasan,Asia,South Korea,Gyeonggi-do (Seoul),https://www.skiresort.info/ski-resort/star-hill-resort-cheonmasan/,450.0,0.5,1.4,1.5,,,0.0,,,,0,0,0,-,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
shintokuyama,shintokuyama,Asia,Japan,Hokkaido,https://www.skiresort.info/ski-resort/shintokuyama/,465.0,1.5,0.9,0.6,,,0.0,,,,0,0,0,-,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
hoppo-bunadaira,hoppo-bunadaira,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/hoppo-bunadaira/,1985.0,,,,,,0.0,,,,6000,5100,3000,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,,
mont-saxonnex,mont-saxonnex,Europe,France,Auvergne-Rhône-Alpes,https://www.skiresort.info/ski-resort/mont-saxonnex/,1574.0,4.3,2.0,0.5,,,0.0,0.0,0.0,,18,0,14,European Euro,1.8,2.0,2.4,,,,,,,,,,,,,,,,,,,,,,,
les-breuleux,les-breuleux,Europe,Switzerland,Espace Mittelland,https://www.skiresort.info/ski-resort/les-breuleux/,1246.0,5.0,4.0,1.0,,,,0.0,0.0,,24,0,15,Swiss Franc,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
sachticky,sachticky,Europe,Slovakia,Banská Bystrica (Banskobystrický kraj),https://www.skiresort.info/ski-resort/sachticky/,1102.0,3.0,5.0,2.0,,,,0.0,0.0,,22,19,17,European Euro,2.0,2.3,1.9,,,,,,,,,,,,,,,,,,,,,,,
hochfelln-bergen,hochfelln-bergen,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/hochfelln-bergen/,1674.0,1.0,1.0,1.0,0.0,,,0.0,0.0,,34,0,19,European Euro,1.7,2.1,2.4,,,,,,,,,,,,,,,,,,,,,,,
misurina-passo-tre-croci,misurina-passo-tre-croci,Europe,Italy,Venetia (Veneto),https://www.skiresort.info/ski-resort/misurina-passo-tre-croci/,2120.0,3.0,2.0,0.0,,,0.0,0.0,,,35,0,28,European Euro,1.7,1.7,2.9,,,,,,,,,,,,,,,,,,,,,,,
makado-onsen,makado-onsen,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/makado-onsen/,310.0,0.7,2.8,0.7,,,0.0,,0.0,,2800,0,1900,Japanese Yen,1.5,1.8,2.9,,,,,,,,,,,,,,,,,,,,,,,
otaru-tenguyama,otaru-tenguyama,Asia,Japan,Hokkaido,https://www.skiresort.info/ski-resort/otaru-tenguyama/,532.0,1.7,1.3,1.0,0.0,,0.0,,,,4000,3800,3400,Japanese Yen,1.5,1.9,2.8,,,,,,,,,,,,,,,,,,,,,,,
snowstar,snowstar,North America,USA,Illinois,https://www.skiresort.info/ski-resort/snowstar/,235.0,0.5,1.5,2.0,,,0.0,,0.0,,45,0,35,US Dollar,1.5,1.8,2.9,,,,,,,,,,,,,,,,,,0.0,,,,,
czarny-gron,czarny-gron,Europe,Poland,Lesser Poland (Województwo małopolskie),https://www.skiresort.info/ski-resort/czarny-gron/,810.0,1.1,0.6,0.0,,,0.0,0.0,0.0,,105,0,95,Polish zloty,1.3,1.3,3.7,,,,,,,,,,,,,,,,,,,,,,,
valcianska-dolina-valca-snowland,valcianska-dolina-valca-snowland,Europe,Slovakia,Žilina (Žilinský kraj),https://www.skiresort.info/ski-resort/valcianska-dolina-valca-snowland/,830.0,1.5,3.6,0.5,,,0.0,0.0,,,33,0,27,European Euro,1.7,1.9,2.6,,,,,,,,,,,,,,,,,,,,,,,
svanstein,svanstein,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/svanstein/,321.0,5.0,1.0,3.0,,,,0.0,0.0,,320,0,240,Swedish krona,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
zloty-gron,zloty-gron,Europe,Poland,Silesia (Województwo śląskie),https://www.skiresort.info/ski-resort/zloty-gron/,712.0,1.0,0.0,0.0,,,0.0,0.0,,,105,0,95,Polish zloty,1.3,1.0,4.0,,,,,,,,,,,,,,,,,,0.0,,,,,
bumbach-schangnau,bumbach-schangnau,Europe,Switzerland,Espace Mittelland,https://www.skiresort.info/ski-resort/bumbach-schangnau/,1365.0,6.0,3.0,1.0,,,,0.0,0.0,,33,31,23,Swiss Franc,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
iwakisan-hyakuzawa,iwakisan-hyakuzawa,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/iwakisan-hyakuzawa/,747.0,2.2,1.3,0.9,,,0.0,,0.0,,2600,0,1500,Japanese Yen,1.5,1.8,3.0,,,,,,,,,,,,,,,,,,,,,,,
emberger-alm-berg-im-drautal,emberger-alm-berg-im-drautal,Europe,Austria,Carinthia (Kärnten),https://www.skiresort.info/ski-resort/emberger-alm-berg-im-drautal/,2120.0,5.0,4.0,1.0,,,,0.0,0.0,,34,29,18,European Euro,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
kohutka,kohutka,Europe,Czech Republic,Zlín Region (Zlínský kraj),https://www.skiresort.info/ski-resort/kohutka/,913.0,2.1,3.6,0.8,,,0.0,0.0,0.0,,650,0,470,Czech koruna,1.7,2.0,2.6,,,,,,,,,,,,,,,,,,,,,,,
neusell-rothenthurm-biberegg,neusell-rothenthurm-biberegg,Europe,Switzerland,Central Switzerland,https://www.skiresort.info/ski-resort/neusell-rothenthurm-biberegg/,1330.0,5.0,3.5,1.5,,,,0.0,0.0,,29,26,23,Swiss Franc,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
mystic-mountain-farmington,mystic-mountain-farmington,North America,USA,Pennsylvania,https://www.skiresort.info/ski-resort/mystic-mountain-farmington/,619.0,2.3,1.0,0.6,,,0.0,,0.0,,50,40,30,US Dollar,1.5,1.8,2.9,,,,,,,,,,,,,,,,,,,,,,,
ounasvaara-rovaniemi,ounasvaara-rovaniemi,Europe,Finland,Northern Finland,https://www.skiresort.info/ski-resort/ounasvaara-rovaniemi/,215.0,3.1,1.7,1.2,,,0.0,0.0,0.0,0.0,39.50,0,29.50,European Euro,1.7,2.0,2.6,,,,,,,,,,,,,,,,,,,,,,,
menthieres,menthieres,Europe,France,Auvergne-Rhône-Alpes,https://www.skiresort.info/ski-resort/menthieres/,1526.0,3.5,3.0,0.2,,,0.0,0.0,,,20,18.50,17,European Euro,1.7,1.9,2.6,,,,,,,,,,,,,,,,,,0.0,,,,,
cockaigne,cockaigne,North America,USA,New York,https://www.skiresort.info/ski-resort/cockaigne/,600.0,2.2,1.8,0.8,,,0.0,0.0,,,50,40,0,US Dollar,1.5,1.8,2.9,,,,,,,,,,,,,,,,,,,,,,,
nalovardo,nalovardo,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/nalovardo/,744.0,3.0,6.0,1.0,,,,0.0,0.0,,335,270,0,Swedish krona,2.0,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,
sky-shishiku,sky-shishiku,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/sky-shishiku/,638.0,0.4,0.0,0.0,,0.0,0.0,,,,0,0,0,-,1.1,1.0,4.2,,,,,,,,,,,,,,,,,,,,,,,
thunder-ridge,thunder-ridge,North America,USA,New York,https://www.skiresort.info/ski-resort/thunder-ridge/,267.0,1.8,1.0,1.4,,,0.0,,,,59,0,53,US Dollar,1.5,1.8,2.9,,,,,,,,,,,,,,,,,,0.0,,,,,
hilltop-anchorage,hilltop-anchorage,North America,USA,Alaska,https://www.skiresort.info/ski-resort/hilltop-anchorage/,240.0,4.0,1.0,0.0,,,0.0,0.0,0.0,,39,37,25,US Dollar,1.7,1.7,2.8,,,,,,,,,,,,,,,,,,,,,,,
yeti-resort,yeti-resort,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/yeti-resort/,1450.0,1.5,1.3,0.2,,,0.0,,,,4000,0,3000,Japanese Yen,1.5,1.7,3.0,,,,,,,,,,,,,,,,,,0.0,,,,,
bald-mountain,bald-mountain,North America,USA,Idaho,https://www.skiresort.info/ski-resort/bald-mountain/,1463.0,3.0,4.0,2.0,,,,0.0,0.0,,20,17,0,US Dollar,2.0,2.3,1.9,,,,,,,,,,,,,,,,,,,,,,,
ina-ski-resort,ina-ski-resort,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/ina-ski-resort/,1150.0,1.4,0.6,0.0,,,0.0,,,,3980,0,1980,Japanese Yen,1.3,1.3,3.6,,,,,,,,,,,,,,,,,,0.0,,,,,
asama-2000-park,asama-2000-park,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/asama-2000-park/,2091.0,1.5,3.0,0.2,,,0.0,,,,4000,0,1000,Japanese Yen,1.5,1.7,3.0,,,,,,,,,,,,,,,,,,,,,,,
storklinten,storklinten,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/storklinten/,240.0,3.0,2.0,2.0,,,,0.0,,,280,0,200,Swedish krona,1.9,2.3,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
selvarotonda-cittareale,selvarotonda-cittareale,Europe,Italy,Lazio,https://www.skiresort.info/ski-resort/selvarotonda-cittareale/,1788.0,4.0,7.0,0.0,,,,0.0,,,18,0,10,European Euro,2.1,2.1,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
piano-battaglia,piano-battaglia,Europe,Italy,Sicily,https://www.skiresort.info/ski-resort/piano-battaglia/,1845.0,0.8,3.0,0.7,,,0.0,0.0,,,30,0,24,European Euro,1.5,1.8,2.9,,,,,,,,,,,,,,,,,,0.0,,,,,
